"Severity","Freq","Map_ID"
"2",23341,12893
"3",45649,12893
"4",73872,12893
"5",389,12893
"0",200,12894
"1",5386,12894
"2",7887,12894
"3",5187,12894
"4",1683,12894
"5",94,12894
"0",916,12951
"1",3613,12951
"2",16414,12951
"3",12592,12951
"4",6816,12951
"5",24,12951
"0",443,12952
"1",12238,12952
"2",11115,12952
"3",23160,12952
"4",40612,12952
"5",29,12952
"0",3162,12953
"1",135866,12953
"2",147760,12953
"3",287802,12953
"4",622964,12953
"5",17089,12953
"6",14,12953
"0",1013,12954
"1",42819,12954
"2",30497,12954
"3",54813,12954
"4",123684,12954
"5",1515,12954
"6",1,12954
"0",359,12968
"1",7309,12968
"2",14502,12968
"3",20119,12968
"4",6293,12968
"5",53,12968
"0",135,13128
"1",1845,13128
"2",2120,13128
"3",4512,13128
"4",3876,13128
"5",2,13128
"0",105,13100
"1",1284,13100
"2",482,13100
"3",1012,13100
"4",2160,13100
"0",264,13102
"1",6391,13102
"2",9703,13102
"3",5054,13102
"4",1514,13102
"5",6,13102
"0",362,10007257
"1",4539,10007257
"2",14885,10007257
"3",7990,10007257
"4",1860,10007257
"0",114,12977
"1",1794,12977
"2",2029,12977
"3",1537,12977
"4",526,12977
"5",3,12977
"0",155,12950
"1",1125,12950
"2",4484,12950
"3",483,12950
"4",15,12950
"5",5,12950
"0",275,12959
"1",5,12959
"2",34963,12959
"3",873,12959
"5",2873,12959
"0",1769,12978
"1",196176,12978
"2",149932,12978
"3",92258,12978
"5",48934,12978
"0",102,13090
"1",1976,13090
"2",3887,13090
"3",3514,13090
"4",477,13090
"5",10,13090
"0",911,12961
"1",42992,12961
"2",32617,12961
"3",90685,12961
"4",122195,12961
"5",282,12961
"0",88,12969
"1",1380,12969
"2",4020,12969
"3",240,12969
"5",65,12969
"0",117,13101
"1",1651,13101
"2",2338,13101
"3",2338,13101
"4",2005,13101
"0",365,13103
"1",10686,13103
"2",13978,13103
"3",6996,13103
"4",2114,13103
"5",20,13103
"6",43,13103
"0",62,10002332
"1",1114,10002332
"2",3874,10002332
"0",224,13501
"1",1056,13501
"2",9742,13501
"3",5730,13501
"4",373,13501
"5",3,13501
"0",265,13502
"1",3976,13502
"2",5912,13502
"3",3029,13502
"4",263,13502
"5",57,13502
"0",107,13634
"1",719,13634
"2",2228,13634
"3",3394,13634
"4",273,13634
"5",137,13634
"6",2,13634
"0",175,13459
"1",3669,13459
"2",4433,13459
"3",3863,13459
"4",1954,13459
"5",147,13459
"0",507,13552
"1",14078,13552
"2",22380,13552
"3",20099,13552
"4",21526,13552
"5",319,13552
"0",259,13553
"1",3996,13553
"2",11484,13553
"3",12260,13553
"4",9182,13553
"5",148,13553
"0",108,13497
"1",1632,13497
"2",2999,13497
"3",1628,13497
"4",144,13497
"5",46,13497
"0",119,13503
"1",893,13503
"2",1084,13503
"3",1757,13503
"4",1210,13503
"5",64,13503
"0",110,13562
"1",646,13562
"2",2272,13562
"3",2881,13562
"4",2064,13562
"5",12,13562
"0",215,13704
"1",3410,13704
"2",3650,13704
"3",1727,13704
"4",709,13704
"5",68,13704
"0",92,13494
"1",2087,13494
"2",2151,13494
"3",45,13494
"5",357,13494
"0",131,13493
"1",568,13493
"2",2966,13493
"3",3383,13493
"4",2084,13493
"5",93,13493
"0",208,13554
"1",3184,13554
"2",3702,13554
"3",3728,13554
"4",5419,13554
"5",22,13554
"0",853,13468
"1",48123,13468
"2",88950,13468
"3",36037,13468
"4",3633,13468
"5",1483,13468
"6",2,13468
"0",108,13499
"1",1956,13499
"2",1533,13499
"3",1287,13499
"4",836,13499
"5",7,13499
"0",205,13557
"1",1945,13557
"2",3709,13557
"3",3466,13557
"4",8266,13557
"5",38,13557
"0",131,13702
"1",4707,13702
"2",1958,13702
"3",361,13702
"4",49,13702
"5",121,13702
"0",408,13561
"1",15669,13561
"2",15509,13561
"3",9730,13561
"4",8733,13561
"5",283,13561
"6",1,13561
"0",383,13467
"1",15563,13467
"2",15528,13467
"3",14813,13467
"4",8419,13467
"5",512,13467
"0",148,13491
"1",1596,13491
"2",5449,13491
"3",1431,13491
"4",2265,13491
"0",119,13490
"1",3850,13490
"2",2120,13490
"3",131,13490
"4",30,13490
"5",173,13490
"0",621,13703
"1",6227,13703
"2",9415,13703
"3",4587,13703
"4",1883,13703
"5",4,13703
"6",33,13703
"0",181,13701
"1",7289,13701
"2",5737,13701
"3",2092,13701
"4",433,13701
"5",93,13701
"6",1,13701
"0",177,13464
"1",2135,13464
"2",11096,13464
"3",2731,13464
"4",39,13464
"6",2052,13464
"0",163,13496
"1",1165,13496
"2",3792,13496
"3",3474,13496
"4",374,13496
"5",5,13496
"6",1031,13496
"0",132,13558
"1",1228,13558
"2",8282,13558
"3",772,13558
"5",3,13558
"6",1656,13558
"0",274,10007213
"1",1550,10007213
"2",17603,10007213
"3",19840,10007213
"4",1815,10007213
"5",1,10007213
"6",550,10007213
"0",464,10018944
"1",4279,10018944
"2",32557,10018944
"3",4891,10018944
"5",2,10018944
"0",104,13463
"1",3220,13463
"2",5060,13463
"3",264,13463
"5",59,13463
"0",141,13492
"1",1245,13492
"2",3861,13492
"3",1447,13492
"5",11,13492
"0",192,13559
"1",8246,13559
"2",6249,13559
"3",3295,13559
"4",461,13559
"5",7,13559
"0",151,13560
"1",4345,13560
"2",2826,13560
"3",4150,13560
"4",3866,13560
"5",228,13560
"0",82,13555
"1",530,13555
"2",1455,13555
"3",2021,13555
"4",878,13555
"5",39,13555
"0",235,13556
"1",8242,13556
"2",11821,13556
"3",5369,13556
"4",1261,13556
"5",8045,13556
"0",607,13548
"1",20102,13548
"2",30433,13548
"3",20520,13548
"4",11784,13548
"5",334,13548
"0",285,13549
"1",6499,13549
"2",8630,13549
"3",8596,13549
"4",4483,13549
"5",1249,13549
"0",998,13550
"1",8663,13550
"2",35003,13550
"3",11722,13550
"4",658,13550
"5",36,13550
"6",20,13550
"0",106,13551
"1",2095,13551
"2",1401,13551
"3",1983,13551
"4",593,13551
"5",394,13551
"0",67,10002391
"1",703,10002391
"2",5212,10002391
"0",148,14154
"1",1196,14154
"2",5012,14154
"3",6448,14154
"4",963,14154
"5",32,14154
"0",126,14130
"1",808,14130
"2",4084,14130
"3",1626,14130
"0",90,14161
"1",381,14161
"2",4790,14161
"3",721,14161
"5",25,14161
"0",589,14162
"1",89609,14162
"2",41060,14162
"3",20841,14162
"4",2483,14162
"5",22613,14162
"0",152,14133
"1",303,14133
"2",11708,14133
"0",357,14150
"1",2605,14150
"2",4656,14150
"3",17778,14150
"4",5306,14150
"5",84,14150
"0",87,14244
"1",1551,14244
"2",3061,14244
"3",2765,14244
"4",3552,14244
"5",3,14244
"0",143,14153
"1",3579,14153
"2",2916,14153
"3",2396,14153
"4",1456,14153
"5",60,14153
"6",164,14153
"0",105,14240
"1",1467,14240
"2",1459,14240
"3",2096,14240
"4",2787,14240
"5",6,14240
"0",188,14239
"1",6486,14239
"2",5351,14239
"3",1806,14239
"4",1193,14239
"5",9,14239
"0",223,14142
"1",631,14142
"2",16903,14142
"0",86,14144
"1",723,14144
"2",5784,14144
"0",68,14125
"1",1269,14125
"2",1435,14125
"3",2142,14125
"4",563,14125
"5",53,14125
"0",142,14489
"1",6256,14489
"2",3214,14489
"3",991,14489
"4",408,14489
"0",111,14494
"1",3668,14494
"2",4413,14494
"3",486,14494
"4",52,14494
"5",31,14494
"0",89,14493
"1",2763,14493
"2",2298,14493
"3",442,14493
"4",56,14493
"5",6,14493
"0",430,14243
"1",12012,14243
"2",20487,14243
"3",10990,14243
"4",2650,14243
"5",470,14243
"0",90,14140
"1",6429,14140
"2",537,14140
"5",73,14140
"6",38,14140
"0",67,14491
"1",1025,14491
"2",3177,14491
"3",653,14491
"0",202,14026
"1",3566,14026
"2",11179,14026
"3",2355,14026
"0",509,14027
"1",7731,14027
"2",3252,14027
"5",128,14027
"0",239,14028
"1",3159,14028
"2",8958,14028
"3",3733,14028
"4",107,14028
"5",21,14028
"0",107,14129
"1",1677,14129
"2",5320,14129
"3",2192,14129
"5",20,14129
"0",71,14148
"1",458,14148
"2",3554,14148
"3",845,14148
"0",503,14149
"1",2202,14149
"2",26427,14149
"3",14,14149
"5",2,14149
"0",126,14151
"1",926,14151
"2",3096,14151
"3",1684,14151
"4",6,14151
"5",24,14151
"0",395,14132
"1",5044,14132
"2",37710,14132
"3",3583,14132
"5",7,14132
"0",488,14163
"1",3874,14163
"2",36993,14163
"3",506,14163
"0",162,14135
"1",836,14135
"2",7767,14135
"3",132,14135
"5",2,14135
"0",118,14138
"1",1041,14138
"2",922,14138
"3",2536,14138
"4",981,14138
"5",4,14138
"0",108,14146
"1",1573,14146
"2",1161,14146
"3",1728,14146
"4",1115,14146
"5",202,14146
"0",99,14134
"1",776,14134
"2",702,14134
"3",2335,14134
"4",969,14134
"5",7,14134
"0",803,14137
"1",8011,14137
"2",25076,14137
"3",59956,14137
"4",16515,14137
"5",247,14137
"0",179,14139
"1",1104,14139
"2",6277,14139
"3",3710,14139
"4",93,14139
"5",3,14139
"0",63,10005700
"1",381,10005700
"2",5680,10005700
"0",101,14159
"1",871,14159
"2",3963,14159
"3",1921,14159
"4",53,14159
"5",34,14159
"0",73,14128
"1",785,14128
"2",948,14128
"3",2146,14128
"4",1116,14128
"5",4,14128
"0",137,14147
"1",2710,14147
"2",3781,14147
"3",2668,14147
"4",170,14147
"5",14,14147
"0",228,14241
"1",7970,14241
"2",10556,14241
"3",5190,14241
"4",592,14241
"5",46,14241
"0",113,14136
"1",4448,14136
"2",1281,14136
"3",576,14136
"4",120,14136
"5",23,14136
"0",85,14131
"1",1968,14131
"2",2264,14131
"3",490,14131
"4",37,14131
"5",6,14131
"0",180,14155
"1",7882,14155
"2",3571,14155
"3",995,14155
"4",75,14155
"5",3514,14155
"6",2619,14155
"0",100,14127
"1",5182,14127
"2",3200,14127
"3",562,14127
"5",74,14127
"0",144,14242
"1",3526,14242
"2",2332,14242
"3",741,14242
"4",96,14242
"5",45,14242
"0",160,15731
"1",1231,15731
"2",1843,15731
"3",1610,15731
"4",106,15731
"5",1,15731
"0",182,15167
"1",1510,15167
"2",1499,15167
"3",12138,15167
"4",4250,15167
"0",84,15162
"1",199,15162
"2",1350,15162
"3",1895,15162
"4",153,15162
"0",135,15030
"1",1585,15030
"2",6111,15030
"5",14,15030
"0",31,14883
"1",459,14883
"2",1477,14883
"5",12,14883
"0",134,15164
"1",598,15164
"2",4212,15164
"3",3734,15164
"4",377,15164
"5",34,15164
"0",164,14808
"1",4265,14808
"2",3543,14808
"3",4420,14808
"4",470,14808
"0",136,15040
"1",588,15040
"2",6527,15040
"5",1,15040
"0",126,14801
"1",1569,14801
"2",3761,14801
"3",4029,14801
"4",861,14801
"5",9,14801
"0",150,14799
"1",2735,14799
"2",5282,14799
"3",1847,14799
"4",7,14799
"0",376,10007237
"1",4836,10007237
"2",37743,10007237
"0",348,15036
"1",10449,15036
"2",54926,15036
"5",7,15036
"0",176,15188
"1",4090,15188
"2",6675,15188
"3",3567,15188
"4",213,15188
"5",2,15188
"0",101,15042
"1",1150,15042
"2",2777,15042
"3",2095,15042
"4",234,15042
"5",88,15042
"0",308,15168
"1",5890,15168
"2",11096,15168
"3",13182,15168
"4",2194,15168
"0",420,15190
"1",12138,15190
"2",13999,15190
"3",7629,15190
"4",2820,15190
"5",8,15190
"0",141,15191
"1",2814,15191
"2",2855,15191
"3",1848,15191
"4",3140,15191
"5",43,15191
"0",729,14803
"1",49472,14803
"2",47136,14803
"3",50759,14803
"4",19494,14803
"0",357,15178
"1",8104,15178
"2",10538,15178
"3",4447,15178
"4",2083,15178
"5",6,15178
"0",109,15035
"1",1560,15035
"2",2504,15035
"3",2044,15035
"4",1685,15035
"0",165,15181
"1",1610,15181
"2",3135,15181
"3",5551,15181
"4",2897,15181
"5",3,15181
"0",141,14806
"1",3365,14806
"2",5024,14806
"3",3877,14806
"4",2788,14806
"5",50,14806
"6",88,14806
"0",406,15176
"1",21783,15176
"2",33305,15176
"3",13947,15176
"4",6956,15176
"5",35,15176
"0",1425,15189
"1",131910,15189
"2",163127,15189
"3",87961,15189
"4",72969,15189
"5",504,15189
"0",336,15046
"1",27360,15046
"2",33501,15046
"3",7562,15046
"4",3803,15046
"5",110,15046
"0",223,15169
"1",7054,15169
"2",8949,15169
"3",6193,15169
"4",5660,15169
"5",56,15169
"0",536,15179
"1",31980,15179
"2",43068,15179
"3",21055,15179
"4",9504,15179
"5",91,15179
"6",3,15179
"0",84,14807
"1",1287,14807
"2",2661,14807
"3",1131,14807
"4",615,14807
"5",3,14807
"0",485,14796
"1",11074,14796
"2",17869,14796
"3",18440,14796
"4",6480,14796
"0",277,15044
"1",6862,15044
"2",4063,15044
"3",89,15044
"4",2,15044
"5",11,15044
"0",118,15440
"1",3460,15440
"2",4709,15440
"3",387,15440
"0",386,15443
"1",7185,15443
"2",18926,15443
"3",3556,15443
"4",305,15443
"5",4,15443
"6",594,15443
"0",187,15043
"1",6633,15043
"2",4304,15043
"3",249,15043
"4",13,15043
"5",105,15043
"0",194,14775
"1",2566,14775
"2",2611,14775
"3",1856,14775
"4",225,14775
"5",1,14775
"0",176,15422
"1",6075,15422
"2",11653,15422
"3",1906,15422
"4",183,15422
"0",97,15441
"1",4904,15441
"2",1520,15441
"3",125,15441
"5",10,15441
"6",243,15441
"0",74,15175
"1",1769,15175
"2",3013,15175
"3",972,15175
"4",204,15175
"0",97,15442
"1",1278,15442
"2",918,15442
"3",2490,15442
"4",579,15442
"0",385,10005339
"1",9509,10005339
"2",32530,10005339
"3",268,10005339
"0",86,15038
"1",2609,15038
"2",1427,15038
"3",2824,15038
"4",548,15038
"5",4,15038
"0",129,15039
"1",1227,15039
"2",4956,15039
"3",2881,15039
"4",445,15039
"5",3,15039
"0",234,14805
"1",1428,14805
"2",16722,14805
"3",4200,14805
"4",235,14805
"0",86,15034
"1",1402,15034
"2",2432,15034
"3",562,15034
"4",16,15034
"6",573,15034
"0",105,14798
"1",713,14798
"2",3310,14798
"3",3128,14798
"0",84,14804
"1",228,14804
"2",6641,14804
"0",111,15033
"1",688,15033
"2",2289,15033
"3",2310,15033
"0",92,15048
"1",450,15048
"2",5897,15048
"5",14,15048
"0",126,14800
"1",1496,14800
"2",2944,14800
"3",412,14800
"5",2,14800
"0",106,15027
"1",784,15027
"2",3059,15027
"3",1001,15027
"5",2,15027
"0",121,14802
"1",1442,14802
"2",4766,14802
"3",1815,14802
"5",41,14802
"0",390,15171
"1",10608,15171
"2",12795,15171
"3",22291,15171
"4",19363,15171
"5",13,15171
"0",142,15172
"1",1907,15172
"2",2402,15172
"3",4515,15172
"4",2565,15172
"0",142,15439
"1",2484,15439
"2",6343,15439
"3",2490,15439
"0",1465,15182
"1",102066,15182
"2",123852,15182
"3",140850,15182
"4",24687,15182
"5",22,15182
"0",123,15184
"1",3373,15184
"2",5466,15184
"3",2995,15184
"4",290,15184
"0",132,15438
"1",1599,15438
"2",2755,15438
"3",2123,15438
"4",102,15438
"0",125,15183
"1",3256,15183
"2",3562,15183
"3",2592,15183
"4",267,15183
"0",1131,15166
"1",11834,15166
"2",27284,15166
"3",28914,15166
"4",6880,15166
"5",3,15166
"0",888,15185
"1",42215,15185
"2",68608,15185
"3",53119,15185
"4",19422,15185
"5",430,15185
"0",131,15186
"1",4883,15186
"2",6593,15186
"3",3669,15186
"4",730,15186
"5",13,15186
"0",112,15187
"1",2163,15187
"2",4323,15187
"3",3077,15187
"4",1363,15187
"0",961,10024308
"1",7389,10024308
"2",15272,10024308
"3",14940,10024308
"4",3762,10024308
"5",762,10024308
"0",1943,15174
"1",44219,15174
"2",293374,15174
"3",261931,15174
"4",121723,15174
"5",8,15174
"0",733,10005666
"1",13489,10005666
"2",26142,10005666
"3",7529,10005666
"4",197,10005666
"5",165,10005666
"0",137,15173
"1",736,15173
"2",1252,15173
"3",3570,15173
"4",3946,15173
"0",63,14704
"1",1673,14704
"2",5702,14704
"0",218,15437
"1",3336,15437
"2",4909,15437
"0",87,15028
"1",1559,15028
"2",1471,15028
"3",2197,15028
"4",124,15028
"0",176,15037
"1",3452,15037
"2",1402,15037
"3",1801,15037
"4",701,15037
"5",22,15037
"0",159,15045
"1",4860,15045
"2",7013,15045
"3",3832,15045
"4",1296,15045
"5",13,15045
"0",202,16173
"1",1809,16173
"2",9788,16173
"3",8004,16173
"4",1147,16173
"5",66,16173
"0",93,15857
"1",1095,15857
"2",1156,15857
"3",2434,15857
"4",889,15857
"5",5,15857
"0",84,16016
"1",463,16016
"2",4797,16016
"0",83,16025
"1",298,16025
"2",4586,16025
"5",16,16025
"0",708,16184
"1",2724,16184
"2",23432,16184
"3",3038,16184
"4",172,16184
"0",862,16185
"1",11109,16185
"2",81065,16185
"3",26476,16185
"4",10599,16185
"5",72,16185
"0",87,16451
"1",2503,16451
"2",2417,16451
"3",263,16451
"4",21,16451
"5",2,16451
"0",673,10019020
"1",3604,10019020
"2",8551,10019020
"3",7023,10019020
"4",3012,10019020
"5",265,10019020
"6",73,10019020
"0",199,16199
"1",1943,16199
"2",2646,16199
"3",3659,16199
"4",5520,16199
"5",49,16199
"0",218,16189
"1",6082,16189
"2",5982,16189
"3",9324,16189
"4",8742,16189
"5",51,16189
"6",188,16189
"0",45,16028
"1",567,16028
"2",3214,16028
"3",1096,16028
"0",410,16190
"1",16304,16190
"2",27227,16190
"3",28133,16190
"4",32182,16190
"5",800,16190
"0",685,16191
"1",30450,16191
"2",62786,16191
"3",73998,16191
"4",128141,16191
"5",1303,16191
"0",828,15861
"1",45142,15861
"2",72187,15861
"3",64950,15861
"4",31295,15861
"5",1081,15861
"0",131,16187
"1",4097,16187
"2",6088,16187
"3",2945,16187
"4",1275,16187
"5",60,16187
"0",97,16198
"1",1077,16198
"2",1232,16198
"3",1925,16198
"4",2842,16198
"5",3,16198
"0",330,16017
"1",12163,16017
"2",26870,16017
"3",16384,16017
"4",8892,16017
"5",206,16017
"6",2,16017
"0",119,16186
"1",2675,16186
"2",5410,16186
"3",2187,16186
"4",692,16186
"5",19,16186
"0",115,16505
"1",260,16505
"2",2305,16505
"3",3723,16505
"4",690,16505
"0",60,15860
"1",1169,15860
"2",3860,15860
"3",201,15860
"4",2,15860
"0",150,10005333
"1",1395,10005333
"2",8088,10005333
"0",152,16015
"1",7520,16015
"2",11388,16015
"3",3070,16015
"4",3,16015
"5",15,16015
"0",150,16179
"1",1799,16179
"2",2793,16179
"3",4217,16179
"4",1700,16179
"5",24,16179
"0",128,16020
"1",3062,16020
"2",7672,16020
"3",1176,16020
"4",2,16020
"0",82,15826
"1",447,15826
"2",4511,15826
"5",49,15826
"0",126,16029
"1",848,16029
"2",9930,16029
"5",6,16029
"0",336,16192
"1",9129,16192
"2",17423,16192
"3",25380,16192
"4",14566,16192
"5",13,16192
"0",96,16193
"1",2612,16193
"2",1656,16193
"3",1526,16193
"4",889,16193
"5",42,16193
"0",489,16194
"1",13090,16194
"2",11313,16194
"3",18490,16194
"4",17141,16194
"5",50,16194
"6",49,16194
"0",1229,16023
"1",20081,16023
"2",27761,16023
"3",32043,16023
"4",5244,16023
"5",486,16023
"6",780,16023
"0",386,16024
"1",17913,16024
"2",14767,16024
"3",7748,16024
"4",3446,16024
"5",1711,16024
"0",139,16026
"1",2287,16026
"2",5174,16026
"3",847,16026
"4",2,16026
"5",246,16026
"0",2615,16180
"1",222873,16180
"2",211469,16180
"3",184500,16180
"4",103329,16180
"5",33456,16180
"6",1922,16180
"0",588,16181
"1",21097,16181
"2",52970,16181
"3",34367,16181
"4",14168,16181
"5",2537,16181
"0",980,16182
"1",72646,16182
"2",63505,16182
"3",41397,16182
"4",34545,16182
"5",2935,16182
"0",1506,16183
"1",175476,16183
"2",97728,16183
"3",73859,16183
"4",50462,16183
"5",10961,16183
"0",207,16196
"1",1290,16196
"2",11627,16196
"3",5738,16196
"4",413,16196
"5",2,16196
"0",93,16197
"1",815,16197
"2",1601,16197
"3",1365,16197
"4",1168,16197
"5",19,16197
"0",113,16021
"1",4478,16021
"2",4923,16021
"3",2398,16021
"4",281,16021
"5",171,16021
"0",664,16178
"1",80838,16178
"2",71745,16178
"3",29945,16178
"4",2840,16178
"5",1603,16178
"6",1,16178
"0",99,16176
"1",1459,16176
"2",6525,16176
"3",2277,16176
"4",514,16176
"5",401,16176
"0",623,16437
"1",4694,16437
"2",12194,16437
"3",3323,16437
"4",59,16437
"5",804,16437
"0",407,16019
"1",12639,16019
"2",28430,16019
"3",7764,16019
"4",4733,16019
"5",3,16019
"0",1638,16177
"1",46912,16177
"2",61117,16177
"3",25000,16177
"4",2381,16177
"5",30922,16177
"6",99,16177
"0",194,10019124
"1",4359,10019124
"2",9188,10019124
"3",6549,10019124
"4",278,10019124
"5",533,10019124
"0",284,16022
"1",5080,16022
"2",11182,16022
"3",5321,16022
"4",1013,16022
"5",2,16022
"0",2326,16188
"1",59804,16188
"2",73286,16188
"3",161788,16188
"4",795679,16188
"5",448,16188
"0",114,15862
"1",402,15862
"2",5816,15862
"0",893,17565
"1",56018,17565
"2",53524,17565
"3",43126,17565
"4",27569,17565
"5",1080,17565
"6",2,17565
"0",118,17532
"1",3770,17532
"2",9270,17532
"3",25,17532
"4",1,17532
"0",98,17535
"1",443,17535
"2",4266,17535
"3",961,17535
"4",1,17535
"0",115,16660
"1",784,16660
"2",4940,16660
"3",72,16660
"0",137,16677
"1",766,16677
"2",9358,16677
"3",1826,16677
"5",19,16677
"0",685,16657
"1",13718,16657
"2",49149,16657
"3",33566,16657
"4",11382,16657
"5",85,16657
"6",1,16657
"0",310,16598
"1",5806,16598
"2",16767,16598
"3",11227,16598
"4",2371,16598
"0",232,16690
"1",2741,16690
"2",9738,16690
"3",2512,16690
"4",383,16690
"0",353,17028
"1",13782,17028
"2",40330,17028
"3",6360,17028
"4",611,17028
"5",5,17028
"0",142,16656
"1",823,16656
"2",4031,16656
"5",8,16656
"0",242,16664
"1",3250,16664
"2",10168,16664
"3",4486,16664
"4",789,16664
"5",31,16664
"6",106,16664
"0",112,16680
"1",1076,16680
"2",1992,16680
"3",1181,16680
"4",393,16680
"5",31,16680
"6",585,16680
"0",134,16685
"1",3102,16685
"2",7099,16685
"3",299,16685
"4",26,16685
"0",461,16599
"1",9976,16599
"2",20585,16599
"3",23604,16599
"4",2440,16599
"5",109,16599
"0",48,10005809
"1",192,10005809
"2",1094,10005809
"3",300,10005809
"6",70,10005809
"0",133,17069
"1",1561,17069
"2",8217,17069
"3",2651,17069
"4",428,17069
"5",4,17069
"0",565,17246
"1",16034,17246
"2",31542,17246
"3",6064,17246
"4",2075,17246
"5",76,17246
"0",149,17068
"1",2366,17068
"2",6189,17068
"3",3475,17068
"4",1105,17068
"5",12,17068
"0",112,17247
"1",2446,17247
"2",9846,17247
"3",3748,17247
"4",846,17247
"5",4,17247
"0",83,17071
"1",1596,17071
"2",2039,17071
"3",1270,17071
"4",675,17071
"5",10,17071
"0",170,17072
"1",2915,17072
"2",3249,17072
"3",1552,17072
"4",1875,17072
"5",86,17072
"0",576,17073
"1",25149,17073
"2",31379,17073
"3",21127,17073
"4",15852,17073
"5",346,17073
"0",876,17070
"1",25955,17070
"2",30432,17070
"3",64634,17070
"4",30196,17070
"5",645,17070
"0",1117,17031
"1",43645,17031
"2",51504,17031
"3",101771,17031
"4",70733,17031
"5",124,17031
"0",211,16655
"1",10363,16655
"2",7052,16655
"3",746,16655
"4",2,16655
"0",2044,17032
"1",207448,17032
"2",186568,17032
"3",215805,17032
"4",128712,17032
"5",4472,17032
"0",657,17034
"1",14424,17034
"2",25106,17034
"3",21666,17034
"4",8823,17034
"5",252,17034
"0",372,17245
"1",25632,17245
"2",2502,17245
"5",78,17245
"0",166,16682
"1",2395,16682
"2",7170,16682
"3",4540,16682
"4",4946,16682
"5",31,16682
"0",95,16683
"1",3417,16683
"2",2992,16683
"3",482,16683
"4",15,16683
"5",57,16683
"0",463,17025
"1",15528,17025
"2",39582,17025
"3",24316,17025
"4",14703,17025
"5",23,17025
"0",119,17026
"1",1052,17026
"2",2282,17026
"3",1866,17026
"4",1356,17026
"5",12,17026
"0",1099,17029
"1",40334,17029
"2",72806,17029
"3",64629,17029
"4",55839,17029
"5",627,17029
"6",1768,17029
"0",152,17027
"1",1980,17027
"2",1385,17027
"3",3060,17027
"4",2265,17027
"5",430,17027
"6",223,17027
"0",412,17030
"1",10601,17030
"2",12161,17030
"3",13622,17030
"4",16762,17030
"5",154,17030
"0",88,17043
"1",3895,17043
"2",3202,17043
"3",291,17043
"4",41,17043
"5",6,17043
"0",138,17044
"1",4306,17044
"2",7290,17044
"3",1075,17044
"4",519,17044
"0",258,17046
"1",3594,17046
"2",4729,17046
"3",7470,17046
"4",11332,17046
"5",53,17046
"0",275,17047
"1",4220,17047
"2",10835,17047
"3",9274,17047
"4",6201,17047
"5",22,17047
"0",140,16658
"1",576,16658
"2",2054,16658
"3",3067,16658
"4",2431,16658
"5",13,16658
"0",160,16669
"1",3628,16669
"2",4250,16669
"3",1546,16669
"4",99,16669
"5",111,16669
"0",835,16596
"1",17118,16596
"2",58232,16596
"3",58339,16596
"4",30181,16596
"5",50,16596
"6",1604,16596
"0",86,16597
"1",2004,16597
"2",4381,16597
"3",331,16597
"4",39,16597
"5",5,16597
"0",230,16653
"1",2761,16653
"2",1589,16653
"3",2511,16653
"4",1447,16653
"5",5,16653
"0",137,16672
"1",2973,16672
"2",6295,16672
"3",1548,16672
"4",365,16672
"5",13,16672
"0",134,16676
"1",3397,16676
"2",2593,16676
"3",805,16676
"4",144,16676
"5",1,16676
"0",98,16688
"1",1968,16688
"2",2506,16688
"3",469,16688
"4",138,16688
"5",1,16688
"0",341,17036
"1",6284,17036
"2",10611,17036
"3",13851,17036
"4",4377,17036
"5",15,17036
"6",2536,17036
"0",1217,17055
"1",194480,17055
"2",134919,17055
"3",64332,17055
"4",34585,17055
"5",282,17055
"0",180,17057
"1",2566,17057
"2",5399,17057
"3",4562,17057
"4",5364,17057
"5",1,17057
"0",128,17066
"1",1700,17066
"2",4281,17066
"3",4843,17066
"4",2555,17066
"5",2,17066
"6",955,17066
"0",421,17041
"1",26454,17041
"2",22054,17041
"3",11831,17041
"4",6704,17041
"5",482,17041
"0",720,17050
"1",41705,17050
"2",57290,17050
"3",29159,17050
"4",18326,17050
"5",340,17050
"0",135,17051
"1",5118,17051
"2",4215,17051
"3",1425,17051
"4",373,17051
"5",80,17051
"0",411,17052
"1",27817,17052
"2",37947,17052
"3",23399,17052
"4",25117,17052
"5",159,17052
"0",562,17053
"1",43603,17053
"2",37052,17053
"3",22043,17053
"4",13373,17053
"5",285,17053
"0",267,17054
"1",7377,17054
"2",12940,17054
"3",8407,17054
"4",4551,17054
"5",56,17054
"0",531,17056
"1",21922,17056
"2",20351,17056
"3",13366,17056
"4",2943,17056
"5",518,17056
"0",768,17058
"1",55060,17058
"2",34398,17058
"3",21613,17058
"4",11911,17058
"5",704,17058
"0",369,17059
"1",36419,17059
"2",13402,17059
"3",5820,17059
"4",2931,17059
"5",442,17059
"0",100,17061
"1",1401,17061
"2",1596,17061
"3",1170,17061
"4",1028,17061
"5",20,17061
"0",634,17062
"1",20841,17062
"2",16709,17062
"3",16915,17062
"4",7371,17062
"5",363,17062
"0",823,17064
"1",36938,17064
"2",36597,17064
"3",25350,17064
"4",34534,17064
"5",259,17064
"0",319,16600
"1",12494,16600
"2",9549,16600
"3",9662,16600
"4",2001,16600
"5",1158,16600
"0",654,17065
"1",22690,17065
"2",36966,17065
"3",46480,17065
"4",26694,17065
"5",108,17065
"0",125,17067
"1",2062,17067
"2",3034,17067
"3",710,17067
"4",88,17067
"5",2,17067
"0",482,17022
"1",18932,17022
"2",16936,17022
"3",10877,17022
